,molecule_chembl_id,IC50,units,smiles,pIC50
52,CHEMBL3680421,0.58,nM,CCn1nc(C(F)(F)F)cc1C(=O)Nc1cccc(C(C)Nc2ncnc3c(C(N)=O)cccc23)c1,9.236572006437063
53,CHEMBL3680467,0.58,nM,NC(=O)c1cccc2c(NCC3C=CC=C(NC=O)C3)ncnc12,9.236572006437063
54,CHEMBL3639742,0.59,nM,NC(=O)c1cccc2c(NCc3ccc(F)cc3F)ncnc12,9.229147988357855
55,CHEMBL3685307,0.6,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cc(O)cc34)c2)cc1,9.221848749616356
56,CHEMBL2380831,0.6,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1c(F)cccc1F,9.221848749616356
57,CHEMBL3685268,0.62,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(CN(C)C)cc2)c1,9.207608310501746
58,CHEMBL3675466,0.66,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)C2=CCC(Br)C=C2)c1,9.18045606445813
59,CHEMBL4516770,0.67,nM,CC1(C)CC(NC(=O)c2ccc(Nc3ncc([N+](=O)[O-])c(Nc4ccc(C(=O)Nc5ccc(Cl)cc5)cc4)n3)cc2)CC(C)(C)N1[O],9.173925197299173
60,CHEMBL3685308,0.68,nM,NC(=O)C1=c2ncnc(NCc3cccc(NC(=O)c4ccc(C(F)(F)F)cc4)c3)c2=CCC1,9.167491087293763
61,CHEMBL3675506,0.69,nM,NC(=O)c1cccc2c(NCc3ccc(F)c(NC(=O)c4ccc(Br)cc4)c3)ncnc12,9.161150909262744
62,CHEMBL2380833,0.7,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cc(F)cc(F)c1,9.154901959985743
63,CHEMBL3670468,0.71,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(Br)cc4)c3)ncnc12,9.148741651280925
64,CHEMBL3680571,0.73,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(CO)cc4)c3)ncnc12,9.136677139879545
65,CHEMBL3670498,0.73,nM,CN(C)c1cccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)n1,9.136677139879545
66,CHEMBL3680551,0.74,nM,NCc1cnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)s1,9.130768280269024
67,CHEMBL3680577,0.76,nM,N#CCc1ccc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)nc1,9.119186407719209
68,CHEMBL3685251,0.79,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(Br)c4)c3)ncnc12,9.102372908709558
69,CHEMBL2380832,0.8,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)c(F)c1,9.096910013008056
70,CHEMBL3685267,0.8,nM,COc1ccc(C(=O)Nc2cc(CNc3ncnc4c(C(N)=O)cccc34)ccc2C)cc1,9.096910013008056
71,CHEMBL3685293,0.81,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(N5CCCCC5)nc4)c3)ncnc12,9.09151498112135
72,CHEMBL3675380,0.82,nM,C[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,9.086186147616283
73,CHEMBL3680507,0.82,nM,NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(NC(=O)c4ccc(Br)cc4)c3)ncnc12,9.086186147616283
74,CHEMBL3685266,0.88,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4c(F)cccc4F)c3)ncnc12,9.05551732784983
75,CHEMBL3675520,0.89,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc3c(c2)OCCO3)c1,9.050609993355087
76,CHEMBL2063459,0.9,nM,Nc1ncnn2ccc(C(=O)Nc3cccc(CNC(=O)Nc4ccc(Cl)cc4)c3)c12,9.045757490560675
77,CHEMBL3680542,0.94,nM,NC(=O)c1cccc2c(NCc3cccc(Nc4ccccn4)c3)ncnc12,9.0268721464003
78,CHEMBL3670497,0.94,nM,CN(C)c1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cn1,9.0268721464003
79,CHEMBL3680499,0.94,nM,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,9.0268721464003
80,CHEMBL3680474,0.94,nM,Cc1cc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)c(C(F)(F)F)o1,9.0268721464003
81,CHEMBL3680567,0.96,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cc(CO)cc34)c2)cc1,9.017728766960431
82,CHEMBL2380824,1.0,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1C(F)(F)F,9.0
83,CHEMBL381724,1.0,nM,COc1cc2c(Nc3cnc(NC(=O)c4ccccc4)nc3)ncnc2cc1OCCCN1CCOCC1,9.0
84,CHEMBL3680476,1.0,nM,COc1ccc(C(=O)Nc2cccc(C(CCN(C)C)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,9.0
85,CHEMBL2380835,1.0,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(C(F)(F)F)c1F,9.0
86,CHEMBL1097106,1.0,nM,O=C(Nc1ccccc1)Nc1ccc(-c2nn(CC(O)CO)cc2-c2ccnc3[nH]ccc23)cc1,9.0
87,CHEMBL3670504,1.0,nM,COCCN(C)CCCOc1cc(C(N)=O)c2ncnc(NCc3ccc(C(F)(F)F)cc3)c2c1,9.0
88,CHEMBL3393498,1.0,nM,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)[C@H]2c1cccc(Oc2nc3ccccc3[nH]2)c1,9.0
89,CHEMBL3680556,1.0,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(-c5ncc[nH]5)cc4)c3)ncnc12,9.0
90,CHEMBL3680548,1.0,nM,NC(=O)c1cccc2c(NCc3cccc(Nc4nccs4)c3)ncnc12,9.0
91,CHEMBL2380825,1.0,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1cccc(F)c1,9.0
92,CHEMBL2022856,1.0,nM,C[C@@H](O)Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,9.0
93,CHEMBL2380827,1.0,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1,9.0
94,CHEMBL215275,1.0,nM,CCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)c2cc1OC,9.0
95,CHEMBL2063461,1.0,nM,Cc1ccc(NC(=O)NCc2cccc(NC(=O)c3ccn4ncnc(N)c34)c2)cc1,9.0
96,CHEMBL2380830,1.0,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccc(F)cc1F,9.0
97,CHEMBL2380838,1.0,nM,COc1cccc(F)c1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,9.0
98,CHEMBL3675453,1.1,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cncc(N5CCCC5)c4)c3)ncnc12,8.958607314841775
99,CHEMBL3680470,1.1,nM,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(O)c2cc(C3CC3)n[nH]2)c1,8.958607314841775
100,CHEMBL3685248,1.1,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4CCCCC4)c3)ncnc12,8.958607314841775
101,CHEMBL4451940,1.11,nM,CC1(C)CC(NC(=O)c2ccc(Nc3ncc(F)c(Nc4ccccc4Cl)n3)cc2)CC(C)(C)N1[O],8.954677021213342
102,CHEMBL1173411,1.19,nM,COc1ccc(NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]cc(C(=O)O)c2C)cc1,8.924453038607469
103,CHEMBL3675491,1.2,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(Cl)c(F)c2)c1,8.920818753952375
104,CHEMBL3670471,1.2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc5c(c4)OCO5)c3)ncnc12,8.920818753952375
105,CHEMBL3685241,1.2,nM,Cc1ccccc1C(=O)Nc1cccc(CNc2ncnc3c(C(N)=O)cccc23)c1,8.920818753952375
106,CHEMBL3670474,1.2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccc(SC(F)(F)F)cc4)c3)ncnc12,8.920818753952375
107,CHEMBL3329669,1.2,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)cc1,8.920818753952375
108,CHEMBL3680549,1.2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cn[nH]c4N)c3)ncnc12,8.920818753952375
109,CHEMBL3329673,1.3,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CCC(=O)O)c2C)c(F)c1,8.886056647693163
110,CHEMBL3675465,1.3,nM,CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2cc(C(C)(C)C)n[nH]2)c1,8.886056647693163
111,CHEMBL3675480,1.3,nM,COCCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,8.886056647693163
112,CHEMBL3675487,1.4,nM,CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)nc2)c1,8.853871964321762
113,CHEMBL3680390,1.4,nM,NC(=O)C1=c2ncnc(NC(CCN3CCCC3)c3cccc(NC(=O)c4ccc(Br)cc4)c3)c2=CCC1,8.853871964321762
114,CHEMBL3670464,1.4,nM,NC[C@@H](Nc1ncnc2c(C(N)=O)cccc12)c1ccccc1,8.853871964321762
115,CHEMBL3675406,1.4,nM,CN(C)CC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccnc(N3CCCC3)c2)c1,8.853871964321762
116,CHEMBL1095475,1.4,nM,CCNC(=O)Nc1ccc(-c2nn(CC)cc2-c2ccnc3[nH]c(-c4cccc(CN5CCCC5)c4)cc23)cc1,8.853871964321762
117,CHEMBL3685286,1.5,nM,NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(NC(O)c4ccccc4)c3)ncnc12,8.823908740944319
118,CHEMBL3680481,1.5,nM,CS(=O)(=O)c1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.823908740944319
119,CHEMBL3675371,1.5,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)Nc4ccccc4)c3)ncnc12,8.823908740944319
120,CHEMBL3675337,1.5,nM,NC(=O)c1cccc2c(NCc3cccc(F)c3)ncnc12,8.823908740944319
121,CHEMBL3329670,1.5,nM,COc1ccc(C(=O)NC(=O)Nc2cc3c(cc2F)/C(=C/c2[nH]c(C)c(C(=O)O)c2C)C(=O)N3)cc1,8.823908740944319
122,CHEMBL1097191,1.5,nM,CCNC(=O)Nc1ccc(-c2nn(CC)cc2-c2ccnc3[nH]c(-c4ccc(CN5CCCC5)cc4)cc23)cc1,8.823908740944319
123,CHEMBL3329675,1.5,nM,COc1ccc(C(=O)NC(=O)Nc2cc3c(cc2F)/C(=C/c2[nH]c(C)c(CCC(=O)O)c2C)C(=O)N3)c(F)c1,8.823908740944319
124,CHEMBL3685214,1.5,nM,NC(=O)c1cccc2c(NC(CCN3CCCCC3)c3cccc(Nc4ccccn4)c3)ncnc12,8.823908740944319
125,CHEMBL3685294,1.5,nM,COc1ccc(C(=O)Nc2cccc(C(CCN3CCCCC3)Nc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.823908740944319
126,CHEMBL3675325,1.6,nM,NC(=O)c1cc(OCCCNCCO)cc2c(NCc3ccc(C(F)(F)F)cc3)ncnc12,8.795880017344075
127,CHEMBL3685210,1.6,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cnn5c4CNCC5)c3)ncnc12,8.795880017344075
128,CHEMBL3670478,1.6,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)Cc4ccc(Cl)cc4)c3)ncnc12,8.795880017344075
129,CHEMBL3685254,1.6,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)C4CCCNC4)c3)ncnc12,8.795880017344075
130,CHEMBL3675449,1.6,nM,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(C(F)(F)F)cc2)c1,8.795880017344075
131,CHEMBL1094838,1.7,nM,CCNC(=O)Nc1ccc(-c2nn(CC)cc2-c2ccnc3[nH]c(-c4ccc(CN(C)C)cc4)cc23)cc1,8.769551078621726
132,CHEMBL3685242,1.7,nM,CN(C)c1cccc(C(=O)Nc2cccc(CNc3ncnc4c3=CCCC=4C(N)=O)c2)c1,8.769551078621726
133,CHEMBL3670476,1.7,nM,COc1cc(C(N)=O)c2ncnc(NCc3cccc(NC(=O)c4ccc(F)cc4)c3)c2c1,8.769551078621726
134,CHEMBL3685287,1.8,nM,NC(=O)c1cccc2c(NCc3ccc(F)c(NC(=O)c4ccc(OC(F)(F)F)cc4)c3)ncnc12,8.744727494896694
135,CHEMBL3329668,1.8,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(CC(=O)O)c2C)cc1,8.744727494896694
136,CHEMBL3685247,1.8,nM,CCOc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1,8.744727494896694
137,CHEMBL3680532,1.8,nM,COc1ccc(C(=O)Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)cc1C(F)(F)F,8.744727494896694
138,CHEMBL3675516,1.8,nM,C=CCN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccc(OC)cc2)c1,8.744727494896694
139,CHEMBL3685255,1.9,nM,CN(C)CCC(Nc1ncnc2c(C(N)=O)cccc12)c1cccc(NC(=O)c2ccccc2)c1,8.721246399047171
140,CHEMBL3329664,1.9,nM,COc1ccc(C(=O)NC(=O)Nc2ccc3c(c2)NC(=O)/C3=C\c2[nH]c(C)c(C(=O)O)c2C)cc1,8.721246399047171
141,CHEMBL3685222,1.9,nM,CC(C)N1CCC(C(=O)Nc2cccc(CNC3=NC=NC4C(C(N)=O)=CCC=C34)c2)CC1,8.721246399047171
142,CHEMBL3675431,1.9,nM,COc1ccc(C(=O)Nc2cccc(C(CN(C)C)Nc3ncnc4c3=CCCC=4C(N)=O)c2)cc1F,8.721246399047171
143,CHEMBL3393486,2.0,nM,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CN(C(=O)CN)C1)[C@H]2c1ccc(Sc2nc3c(F)cccc3[nH]2)o1.Cl,8.698970004336019
144,CHEMBL3087777,2.0,nM,CC(=O)N[C@@H]1CCN(c2c(Cl)cnc3[nH]c(-c4cn(C)nc4C)nc23)C1,8.698970004336019
145,CHEMBL3393065,2.0,nM,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1cc(Sc2nc3ccccc3[nH]2)cs1,8.698970004336019
146,CHEMBL3680544,2.0,nM,CCOC(=O)c1cnc(Nc2cccc(CNc3ncnc4c(C(N)=O)cccc34)c2)s1,8.698970004336019
147,CHEMBL1089116,2.0,nM,CCn1cc(-c2ccnc3[nH]ccc23)c(-c2ccc(NC(=O)Nc3ccccc3)cc2)n1,8.698970004336019
148,CHEMBL3685258,2.0,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4cccc(OC(F)(F)F)c4)c3)ncnc12,8.698970004336019
149,CHEMBL2380826,2.0,nM,Cc1ccc(C(=O)Nc2ccc(Nc3ccnc4[nH]c(=O)c5ccccc5c34)cc2)cc1,8.698970004336019
150,CHEMBL3393470,2.0,nM,COC(=O)c1[nH]cc2c1NC1=C(C(=O)CCC1)C2c1ccc(Sc2nc3ccccc3[nH]2)o1,8.698970004336019
151,CHEMBL1097454,2.0,nM,O=C(Nc1ccccc1)Nc1ccc(-c2nn(CCCO)cc2-c2ccnc3[nH]ccc23)cc1,8.698970004336019
152,CHEMBL3393472,2.0,nM,CCOC(=O)c1[nH]cc2c1NC1=C(C(=O)CNC1)C2c1ccc(Sc2nc3ccccc3[nH]2)o1.Cl.O,8.698970004336019
153,CHEMBL2022857,2.0,nM,Nc1ncc(-c2cnn(CCCN3CC[C@@H](O)C3)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,8.698970004336019
154,CHEMBL2380823,2.0,nM,O=C(Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1)c1ccccc1F,8.698970004336019
155,CHEMBL3685280,2.0,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccccc4F)c3)ncnc12,8.698970004336019
156,CHEMBL216769,2.0,nM,COc1cc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2cc1OCCCN1CCC(CO)CC1,8.698970004336019
157,CHEMBL469205,2.0,nM,Cc1[nH]nc2c1CCCc1c-2[nH]c2cc3c(cc12)NC(=O)C3(C)C,8.698970004336019
158,CHEMBL217804,2.0,nM,CCCN(CCO)CCCOc1cc2ncnc(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)c2cc1OC,8.698970004336019
159,CHEMBL2380839,2.0,nM,COc1ccccc1C(=O)Nc1ccc(Nc2ccnc3[nH]c(=O)c4ccccc4c23)cc1,8.698970004336019
160,CHEMBL3680480,2.1,nM,CCOc1cc(C(=O)Nc2cccc(C(C)Nc3ncnc4c(C(N)=O)cccc34)c2)ccn1,8.67778070526608
161,CHEMBL1095788,2.1,nM,CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN5CCCC5)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,8.67778070526608
162,CHEMBL3680392,2.1,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)c4ccnc(N5CCCC5)c4)c3)ncnc12,8.67778070526608
163,CHEMBL3670472,2.1,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)Cc4ccccc4)c3)ncnc12,8.67778070526608
164,CHEMBL3670465,2.2,nM,NC(=O)c1cccc2c(NCc3cccc(NC(=O)N4CCCCC4)c3)ncnc12,8.657577319177793
165,CHEMBL2392111,2.2,nM,CS(=O)(=O)c1nc(Cl)cc(Nc2c[nH]nc2-c2nc3cc(CN4CCOCC4)ccc3[nH]2)n1,8.657577319177793
